post_id,permalink,post_message,type,date_posted,lifetime_post_total_reach,lifetime_post_total_impressions,lifetime_engaged_users,lifetime_post_impressions_who_liked
102088165248724_135048311952709,https://www.facebook.com/sugboanongsimbahan/posts/135048311952709,"""If you ever feel distressed during your day — call upon our Lady — just say this simple prayer: 'Mary, Mother of Jesus, please be a mother to me now.' I must admit — this prayer has never failed me.""  -Saint Teresa of Calcutta  Happy Mother's day to all mothers! May you continue to emulate Mary, the exemplar of motherhood.  #SugboanongSimbahan #Mother #Mama #Mommy #MothersDay #Mary #Sunday",Photo,5/9/21 5:21 AM,1993,2088,117,1308
102088165248724_135025441954996,https://www.facebook.com/sugboanongsimbahan/posts/135025441954996,"""Nganong gipatahom nato kining altar ug retablo? Kay sa tanang buluhaton sa Kristiyano, ang labing importante ang Santos nga Misa. Akong panghinaot nga unta kita mahimong buhi nga simbahan. Ang kining simbahan binuhat sa bato. Pero kita, we are the living church. Kitang tanan related to one another. Usa kita ka lungsod. Usa ka pamilya. Usa sa gugma sa Dios. Ang kalipay sa silingan, kalipay ko. Ang kalisod sa silingan, kalisod ko. Ug kon unsay gasa sa Dios diri kanako, dili lamang kini alang kanako. Unta mapaambit kini ngadto sa uban. Tungod sa atong gugma, unta makita diha kanato nga kita padayon nga nag-ampo, nag-amping ug nag-ambit.""   - Cebu Archbishop Jose S. Palma on his homily during the Solemn Rite of Dedication of the Church and Altar at Parroquia de San Roque de Montpellier, Asturias, Cebu. (9 May 2021)   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,5/9/21 4:27 AM,15439,15794,1048,3795
102088165248724_132147698909437,https://www.facebook.com/sugboanongsimbahan/posts/132147698909437,"Day 9 - HOLY ROSARY INTENTION We pray for all seniors.  Photo: Holy House of Loreto (Italia)  #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/9/21 3:00 AM,5134,5134,204,2155
102088165248724_134985155292358,https://www.facebook.com/sugboanongsimbahan/posts/134985155292358,"ATM | Cebu Archbishop Jose S. Palma presides over the Solemn Rite of Dedication of the Church and Altar at Parroquia de San Roque de Montpellier, Asturias, Cebu.   The parish also celebrates today its 136th Founding Anniversary.   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,5/9/21 2:53 AM,64734,69390,7840,5734
102088165248724_134955105295363,https://www.facebook.com/sugboanongsimbahan/posts/134955105295363,"#PilgrimageUpdates - 09 MAY 2021 | The faithful devotees and parishioners of Our Lady of Mt. Carmel Parish, DAS, Lutopan, Toledo City, Cebu welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sn?r. Sto. Nin?o de Cebu.  Tomorrow the Pilgrimage will visit Sacred Heart of Jesus Parish, Poog, Toledo City.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,5/9/21 1:29 AM,11378,12818,1351,4354
102088165248724_134898611967679,https://www.facebook.com/sugboanongsimbahan/posts/134898611967679,"In time for the celebration of the 136th Parish  Founding Anniversary today, the parish gave 136 packs of dry goods and hygiene kit  to the trisikad drivers who are mostly  affected by this pandemic. Thanks to the sponsors Cebu Caritas and PLDT. To God be the glory!   #GiftedToGive #giftedtoserve #sugbuanongsimbahan #SanRoqueDeMontpellierParish #AsturiasAtongHiyas  Photos and post: Fr. Neil Cortes",Photo,5/8/21 10:56 PM,8272,8786,849,4492
102088165248724_268901421595638,https://www.facebook.com/sugboanongsimbahan/videos/268901421595638/,"One concrete way to express our obedience to the Lord is to love one another. Our mothers know this firsthand. Today, we thank the gift of our mothers as we listen to Cebu Archbishop Jose S. Palma as he shares his reflections about this occasion in relation to the 6th Sunday of Easter. #SugboanongSimbahan",Video,5/8/21 3:00 PM,3776,3949,246,1421
102088165248724_134548908669316,https://www.facebook.com/sugboanongsimbahan/posts/134548908669316,"One concrete way to express our obedience to the Lord is to love one another. Our mothers know this firsthand. Today, we thank the gift of our mothers as we listen to Cebu Archbishop Jose S. Palma as he shares his reflections about this occasion in relation to the 6th Sunday of Easter. #SugboanongSimbahan",Status,5/8/21 7:22 AM,1203,1234,25,866
102088165248724_132146928909514,https://www.facebook.com/sugboanongsimbahan/posts/132146928909514,"Day 8 - HOLY ROSARY INTENTION We pray for all communication workers.  Photo: Our Lady of Luján (Argentina)  #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/8/21 3:00 AM,5279,5279,254,2370
102088165248724_134403522017188,https://www.facebook.com/sugboanongsimbahan/posts/134403522017188,"#PilgrimageUpdates - 08 MAY 2021 | The faithful devotees and parishioners of San Pedro Calungsod Parish, Cantabaco, Toledo City, Cebu welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sn?r. Sto. Nin?o de Cebu.  Tomorrow the Pilgrimage will visit Our Lady of Mt. Carmel Parish, DAS, Lutopan, Toledo City  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,5/8/21 1:22 AM,8134,8445,849,3680
102088165248724_510385106802963,https://www.facebook.com/sugboanongsimbahan/videos/510385106802963/,"MANDAUE PATRONAL FIESTA 2021 May 8, 2021 | 10AM | PONTIFICAL MASS Celebrant/Preacher: H.E. Most Rev. Jose S. Palma, D.D. Archbishop of Cebu",Video,5/7/21 6:47 PM,2641,2707,246,1477
102088165248724_134049412052599,https://www.facebook.com/sugboanongsimbahan/posts/134049412052599,"PALANDONG | The Daily Gospel Reflection   ""Ang dakong gugma ni Kristo."" Gospel from John 15:18-21 Saturday, 5th Week of Easter May 8, 2021  By Rev. Wilson Jerusalem Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/7/21 3:00 PM,1501,1578,98,954
102088165248724_132146212242919,https://www.facebook.com/sugboanongsimbahan/posts/132146212242919,"Day 7 - HOLY ROSARY INTENTION We pray for all families.  Photo:Our Lady of Peace and Good Voyage (Philippines) #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/7/21 3:00 AM,28304,29441,3299,3159
102088165248724_133802788743928,https://www.facebook.com/sugboanongsimbahan/posts/133802788743928,"#PilgrimageUpdates - 07 MAY 2021 | The faithful devotees and parishioners of the San Isidro Labarador Parish, Lamac, Pinamungahan, Cebu welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sn?r. Sto. Nin?o de Cebu.  Tomorrow the Pilgrimage will visit San Pedro Calungsod Parish, Cantabaco, Toledo City  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,5/7/21 1:44 AM,6630,7994,668,3807
102088165248724_133755168748690,https://www.facebook.com/sugboanongsimbahan/posts/133755168748690,"PALANDONG | The Daily Gospel Reflection   ""Amping ug Maginampoay."" Gospel from John 15:12-17 Friday, 5th Week of Easter May 7, 2021  By Rev. Marc Jade Giduquio Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/6/21 11:29 PM,1026,1093,44,706
102088165248724_133746042082936,https://www.facebook.com/sugboanongsimbahan/posts/133746042082936,"PALANDONG | The Daily Gospel Reflection   ""Pabilin kamo, sa akong Gugma."" Gospel from John 15:9-11 Thursday, 5th Week of Easter May 6, 2021  By Rev. Jonas Donasco, MLCC Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/6/21 10:56 PM,139,141,25,85
102088165248724_132144345576439,https://www.facebook.com/sugboanongsimbahan/posts/132144345576439,"Day 6 - HOLY ROSARY INTENTION We pray for all young people.  Photo: Our Lady of Aparecida (Brazil). #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/6/21 3:00 AM,6822,6923,424,2921
102088165248724_133269512130589,https://www.facebook.com/sugboanongsimbahan/posts/133269512130589,"#PilgrimageUpdates - 06 MAY 2021 | The faithful devotees and parishioners of the Santa Monica Parish, Pinamungahan, Cebu welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sn?r. Sto. Nin?o de Cebu.  Tomorrow the Pilgrimage will visit San Isidro Labrador Parish, Lamac Pinamungahan, Cebu.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,5/6/21 1:58 AM,27754,30284,2484,6134
102088165248724_132143465576527,https://www.facebook.com/sugboanongsimbahan/posts/132143465576527,"Day 5 - HOLY ROSARY INTENTION We pray for all children and adolescents.  Photo: Blessed Virgen del Rosario (South Korea) by ??? ???? Shim Sun-hwa Catherine. #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/5/21 3:00 AM,7010,7241,386,3127
102088165248724_132715492185991,https://www.facebook.com/sugboanongsimbahan/posts/132715492185991,"#PilgrimageUpdates - 05 MAY 2021 | The faithful devotees and parishioners of the St. Rafael the Archangel Parish, Aloguinsan, Cebu welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sn?r. Sto. Nin?o de Cebu.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,5/5/21 1:41 AM,15072,16846,1847,5631
102088165248724_1126684244461953,https://www.facebook.com/sugboanongsimbahan/videos/1126684244461953/,LIVE | Join us for the General Audience with Pope Francis from the Library of the Vatican Apostolic Palace.   To support broadcasts please consider making a donation here: https://sd.ewtn.com/love-and-understanding-of-god/  Let us know where you are watching from and what your prayer requests are!   Images - Vatican Media.,Video,5/5/21 12:15 AM,892,929,34,583
102088165248724_132583222199218,https://www.facebook.com/sugboanongsimbahan/posts/132583222199218,"PALANDONG | The Daily Gospel Reflection   ""Pabilin kamo, Kanako"" Gospel from John 15:1-8 Wednesday, 5th Week of Easter May 5, 2021  By Rev. Raph de la Pieza Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/4/21 7:14 PM,1526,1610,98,998
102088165248724_132142552243285,https://www.facebook.com/sugboanongsimbahan/posts/132142552243285,"Day 4 - HOLY ROSARY INTENTION We pray for all expectant women and their unborn babies.  Photo: An Icon of Madonna (Philippines) as a gift to the Basilica of Annunciation in Israel. #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/4/21 3:00 AM,6473,6689,292,2649
